Host Name,Possible Missing Planets,Ratio
Kepler-616,17.022467 +/- 2.553370,3:2
Kepler-616,34.044935 +/- 2.553370,3:2
Kepler-616,1.999524 +/- 0.499881,5:2
Kepler-616,3.999047 +/- 0.499881,5:2
Kepler-616,18.082271 +/- 4.520568,5:2
Kepler-616,36.164542 +/- 4.520568,5:2
Kepler-616,10.213480 +/- 2.553370,5:2
Kepler-616,20.426961 +/- 2.553370,5:2
Kepler-62,2.857466 +/- 0.285747,2:1
Kepler-62,6.220850 +/- 0.622085,2:1
Kepler-62,9.082030 +/- 0.908203,2:1
Kepler-62,61.193700 +/- 6.119370,2:1
Kepler-62,133.645500 +/- 13.364550,2:1
Kepler-62,1.904977 +/- 0.285747,3:1
Kepler-62,4.147233 +/- 0.622085,3:1
Kepler-62,6.054687 +/- 0.908203,3:1
Kepler-62,40.795800 +/- 6.119370,3:1
Kepler-62,89.097000 +/- 13.364550,3:1
Kepler-62,1.904977 +/- 0.285747,3:2
Kepler-62,3.809955 +/- 0.285747,3:2
Kepler-62,4.147233 +/- 0.622085,3:2
Kepler-62,8.294467 +/- 0.622085,3:2
Kepler-62,6.054687 +/- 0.908203,3:2
Kepler-62,12.109373 +/- 0.908203,3:2
Kepler-62,40.795800 +/- 6.119370,3:2
Kepler-62,81.591600 +/- 6.119370,3:2
Kepler-62,89.097000 +/- 13.364550,3:2
Kepler-62,178.194000 +/- 13.364550,3:2
Kepler-62,5.714932 +/- 0.285747,1:1
Kepler-62,12.441700 +/- 0.622085,1:1
Kepler-62,18.164060 +/- 0.908203,1:1
Kepler-62,122.387400 +/- 6.119370,1:1
Kepler-62,267.291000 +/- 13.364550,1:1
Kepler-65,0.718303 +/- 0.107746,3:1
Kepler-65,1.953315 +/- 0.292997,3:1
Kepler-65,2.710410 +/- 0.406562,3:1
Kepler-65,86.266667 +/- 12.940000,3:1
Kepler-65,0.430982 +/- 0.107746,5:2
Kepler-65,0.861964 +/- 0.107746,5:2
Kepler-65,1.171989 +/- 0.292997,5:2
Kepler-65,2.343978 +/- 0.292997,5:2
Kepler-65,1.626246 +/- 0.406562,5:2
Kepler-65,3.252492 +/- 0.406562,5:2
Kepler-65,51.760000 +/- 12.940000,5:2
Kepler-65,103.520000 +/- 12.940000,5:2
Kepler-65,0.718303 +/- 0.107746,3:2
Kepler-65,1.436607 +/- 0.107746,3:2
Kepler-65,1.953315 +/- 0.292997,3:2
Kepler-65,3.906629 +/- 0.292997,3:2
Kepler-65,2.710410 +/- 0.406562,3:2
Kepler-65,5.420820 +/- 0.406562,3:2
Kepler-65,86.266667 +/- 12.940000,3:2
Kepler-65,172.533333 +/- 12.940000,3:2
Kepler-65,2.154910 +/- 0.107746,1:1
Kepler-65,5.859944 +/- 0.292997,1:1
Kepler-65,8.131230 +/- 0.406562,1:1
Kepler-65,258.800000 +/- 12.940000,1:1
Kepler-68,2.699376 +/- 0.269938,2:1
Kepler-68,4.802513 +/- 0.480251,2:1
Kepler-68,316.310000 +/- 31.631000,2:1
Kepler-68,1727.500000 +/- 172.750000,2:1
Kepler-68,1.799584 +/- 0.269938,3:1
Kepler-68,3.201676 +/- 0.480251,3:1
Kepler-68,210.873333 +/- 31.631000,3:1
Kepler-68,1151.666667 +/- 172.750000,3:1
Kepler-68,1.799584 +/- 0.269938,3:2
Kepler-68,3.599168 +/- 0.269938,3:2
Kepler-68,3.201676 +/- 0.480251,3:2
Kepler-68,6.403351 +/- 0.480251,3:2
Kepler-68,210.873333 +/- 31.631000,3:2
Kepler-68,421.746667 +/- 31.631000,3:2
Kepler-68,1151.666667 +/- 172.750000,3:2
Kepler-68,2303.333333 +/- 172.750000,3:2
Kepler-68,5.398753 +/- 0.269938,1:1
Kepler-68,9.605027 +/- 0.480251,1:1
Kepler-68,632.620000 +/- 31.631000,1:1
Kepler-68,3455.000000 +/- 172.750000,1:1
Kepler-79,2.696900 +/- 0.674225,5:2
Kepler-79,5.393800 +/- 0.674225,5:2
Kepler-79,5.480580 +/- 1.370145,5:2
Kepler-79,10.961160 +/- 1.370145,5:2
Kepler-79,10.418040 +/- 2.604510,5:2
Kepler-79,20.836080 +/- 2.604510,5:2
Kepler-79,16.213180 +/- 4.053295,5:2
Kepler-79,32.426360 +/- 4.053295,5:2
Kepler-79,13.484500 +/- 0.674225,1:1
Kepler-79,27.402900 +/- 1.370145,1:1
Kepler-79,52.090200 +/- 2.604510,1:1
Kepler-79,81.065900 +/- 4.053295,1:1
Kepler-80,2.350820 +/- 0.352623,3:1
Kepler-80,3.174517 +/- 0.476178,3:1
Kepler-80,1.024073 +/- 0.153611,3:1
Kepler-80,1.548297 +/- 0.232245,3:1
Kepler-80,0.328929 +/- 0.049339,3:1
Kepler-80,4.881860 +/- 0.732279,3:1
Kepler-80,1.410492 +/- 0.352623,5:2
Kepler-80,2.820984 +/- 0.352623,5:2
Kepler-80,1.904710 +/- 0.476178,5:2
Kepler-80,3.809420 +/- 0.476178,5:2
Kepler-80,0.614444 +/- 0.153611,5:2
Kepler-80,1.228888 +/- 0.153611,5:2
Kepler-80,0.928978 +/- 0.232245,5:2
Kepler-80,1.857956 +/- 0.232245,5:2
Kepler-80,0.197357 +/- 0.049339,5:2
Kepler-80,0.394715 +/- 0.049339,5:2
Kepler-80,2.929116 +/- 0.732279,5:2
Kepler-80,5.858232 +/- 0.732279,5:2
Kepler-80,2.350820 +/- 0.352623,3:2
Kepler-80,4.701640 +/- 0.352623,3:2
Kepler-80,3.174517 +/- 0.476178,3:2
Kepler-80,6.349033 +/- 0.476178,3:2
Kepler-80,1.024073 +/- 0.153611,3:2
Kepler-80,2.048147 +/- 0.153611,3:2
Kepler-80,1.548297 +/- 0.232245,3:2
Kepler-80,3.096593 +/- 0.232245,3:2
Kepler-80,0.328929 +/- 0.049339,3:2
Kepler-80,0.657858 +/- 0.049339,3:2
Kepler-80,4.881860 +/- 0.732279,3:2
Kepler-80,9.763720 +/- 0.732279,3:2
Kepler-80,7.052460 +/- 0.352623,1:1
Kepler-80,9.523550 +/- 0.476178,1:1
Kepler-80,3.072220 +/- 0.153611,1:1
Kepler-80,4.644890 +/- 0.232245,1:1
Kepler-80,0.986787 +/- 0.049339,1:1
Kepler-80,14.645580 +/- 0.732279,1:1
Kepler-81,1.985000 +/- 0.297750,3:1
Kepler-81,4.013333 +/- 0.602000,3:1
Kepler-81,6.945949 +/- 1.041892,3:1
Kepler-81,1.191000 +/- 0.297750,5:2
Kepler-81,2.382000 +/- 0.297750,5:2
Kepler-81,2.408000 +/- 0.602000,5:2
Kepler-81,4.816000 +/- 0.602000,5:2
Kepler-81,4.167569 +/- 1.041892,5:2
Kepler-81,8.335138 +/- 1.041892,5:2
Kepler-81,1.985000 +/- 0.297750,3:2
Kepler-81,3.970000 +/- 0.297750,3:2
Kepler-81,4.013333 +/- 0.602000,3:2
Kepler-81,8.026667 +/- 0.602000,3:2
Kepler-81,6.945949 +/- 1.041892,3:2
Kepler-81,13.891897 +/- 1.041892,3:2
Kepler-81,5.955000 +/- 0.297750,1:1
Kepler-81,12.040000 +/- 0.602000,1:1
Kepler-81,20.837846 +/- 1.041892,1:1
Kepler-82,5.288000 +/- 1.322000,5:2
Kepler-82,10.576000 +/- 1.322000,5:2
Kepler-82,10.308000 +/- 2.577000,5:2
Kepler-82,20.616000 +/- 2.577000,5:2
Kepler-82,0.476592 +/- 0.119148,5:2
Kepler-82,0.953184 +/- 0.119148,5:2
Kepler-82,1.180441 +/- 0.295110,5:2
Kepler-82,2.360882 +/- 0.295110,5:2
Kepler-82,15.146400 +/- 3.786600,5:2
Kepler-82,30.292800 +/- 3.786600,5:2
Kepler-82,8.813333 +/- 1.322000,3:2
Kepler-82,17.626667 +/- 1.322000,3:2
Kepler-82,17.180000 +/- 2.577000,3:2
Kepler-82,34.360000 +/- 2.577000,3:2
Kepler-82,0.794320 +/- 0.119148,3:2
Kepler-82,1.588641 +/- 0.119148,3:2
Kepler-82,1.967402 +/- 0.295110,3:2
Kepler-82,3.934804 +/- 0.295110,3:2
Kepler-82,25.244000 +/- 3.786600,3:2
Kepler-82,50.488000 +/- 3.786600,3:2
Kepler-82,26.440000 +/- 1.322000,1:1
Kepler-82,51.540000 +/- 2.577000,1:1
Kepler-82,2.382961 +/- 0.119148,1:1
Kepler-82,5.902206 +/- 0.295110,1:1
Kepler-82,75.732000 +/- 3.786600,1:1
Kepler-83,3.256667 +/- 0.488500,3:1
Kepler-83,6.696667 +/- 1.004500,3:1
Kepler-83,1.723265 +/- 0.258490,3:1
Kepler-83,1.954000 +/- 0.488500,5:2
Kepler-83,3.908000 +/- 0.488500,5:2
Kepler-83,4.018000 +/- 1.004500,5:2
Kepler-83,8.036000 +/- 1.004500,5:2
Kepler-83,1.033959 +/- 0.258490,5:2
Kepler-83,2.067918 +/- 0.258490,5:2
Kepler-83,3.256667 +/- 0.488500,3:2
Kepler-83,6.513333 +/- 0.488500,3:2
Kepler-83,6.696667 +/- 1.004500,3:2
Kepler-83,13.393333 +/- 1.004500,3:2
Kepler-83,1.723265 +/- 0.258490,3:2
Kepler-83,3.446531 +/- 0.258490,3:2
Kepler-83,9.770000 +/- 0.488500,1:1
Kepler-83,20.090000 +/- 1.004500,1:1
Kepler-83,5.169796 +/- 0.258490,1:1
Kepler-84,4.363000 +/- 0.436300,2:1
Kepler-84,6.441500 +/- 0.644150,2:1
Kepler-84,2.112268 +/- 0.211227,2:1
Kepler-84,13.717194 +/- 1.371719,2:1
Kepler-84,22.276084 +/- 2.227608,2:1
Kepler-84,1.745200 +/- 0.436300,5:2
Kepler-84,3.490400 +/- 0.436300,5:2
Kepler-84,2.576600 +/- 0.644150,5:2
Kepler-84,5.153200 +/- 0.644150,5:2
Kepler-84,0.844907 +/- 0.211227,5:2
Kepler-84,1.689815 +/- 0.211227,5:2
Kepler-84,5.486878 +/- 1.371719,5:2
Kepler-84,10.973756 +/- 1.371719,5:2
Kepler-84,8.910434 +/- 2.227608,5:2
Kepler-84,17.820868 +/- 2.227608,5:2
Kepler-84,2.908667 +/- 0.436300,3:2
Kepler-84,5.817333 +/- 0.436300,3:2
Kepler-84,4.294333 +/- 0.644150,3:2
Kepler-84,8.588667 +/- 0.644150,3:2
Kepler-84,1.408179 +/- 0.211227,3:2
Kepler-84,2.816358 +/- 0.211227,3:2
Kepler-84,9.144796 +/- 1.371719,3:2
Kepler-84,18.289593 +/- 1.371719,3:2
Kepler-84,14.850723 +/- 2.227608,3:2
Kepler-84,29.701446 +/- 2.227608,3:2
Kepler-84,8.726000 +/- 0.436300,1:1
Kepler-84,12.883000 +/- 0.644150,1:1
Kepler-84,4.224537 +/- 0.211227,1:1
Kepler-84,27.434389 +/- 1.371719,1:1
Kepler-84,44.552169 +/- 2.227608,1:1
Kepler-85,1.661200 +/- 0.415300,5:2
Kepler-85,3.322400 +/- 0.415300,5:2
Kepler-85,2.502600 +/- 0.625650,5:2
Kepler-85,5.005200 +/- 0.625650,5:2
Kepler-85,3.582646 +/- 0.895661,5:2
Kepler-85,7.165292 +/- 0.895661,5:2
Kepler-85,5.043350 +/- 1.260838,5:2
Kepler-85,10.086700 +/- 1.260838,5:2
Kepler-85,2.768667 +/- 0.415300,3:2
Kepler-85,5.537333 +/- 0.415300,3:2
Kepler-85,4.171000 +/- 0.625650,3:2
Kepler-85,8.342000 +/- 0.625650,3:2
Kepler-85,5.971077 +/- 0.895661,3:2
Kepler-85,11.942153 +/- 0.895661,3:2
Kepler-85,8.405584 +/- 1.260838,3:2
Kepler-85,16.811167 +/- 1.260838,3:2
Kepler-85,8.306000 +/- 0.415300,1:1
Kepler-85,12.513000 +/- 0.625650,1:1
Kepler-85,17.913230 +/- 0.895661,1:1
Kepler-85,25.216751 +/- 1.260838,1:1
Kepler-9,6.412970 +/- 0.961946,3:1
Kepler-9,12.995100 +/- 1.949265,3:1
Kepler-9,0.530950 +/- 0.079643,3:1
Kepler-9,3.847782 +/- 0.961946,5:2
Kepler-9,7.695564 +/- 0.961946,5:2
Kepler-9,7.797060 +/- 1.949265,5:2
Kepler-9,15.594120 +/- 1.949265,5:2
Kepler-9,0.318570 +/- 0.079643,5:2
Kepler-9,0.637140 +/- 0.079643,5:2
Kepler-9,6.412970 +/- 0.961946,3:2
Kepler-9,12.825940 +/- 0.961946,3:2
Kepler-9,12.995100 +/- 1.949265,3:2
Kepler-9,25.990200 +/- 1.949265,3:2
Kepler-9,0.530950 +/- 0.079643,3:2
Kepler-9,1.061901 +/- 0.079643,3:2
Kepler-9,19.238910 +/- 0.961946,1:1
Kepler-9,38.985300 +/- 1.949265,1:1
Kepler-9,1.592851 +/- 0.079643,1:1
Kepler-92,4.583000 +/- 0.687450,3:1
Kepler-92,8.907667 +/- 1.336150,3:1
Kepler-92,16.452267 +/- 2.467840,3:1
Kepler-92,2.749800 +/- 0.687450,5:2
Kepler-92,5.499600 +/- 0.687450,5:2
Kepler-92,5.344600 +/- 1.336150,5:2
Kepler-92,10.689200 +/- 1.336150,5:2
Kepler-92,9.871360 +/- 2.467840,5:2
Kepler-92,19.742720 +/- 2.467840,5:2
Kepler-92,4.583000 +/- 0.687450,3:2
Kepler-92,9.166000 +/- 0.687450,3:2
Kepler-92,8.907667 +/- 1.336150,3:2
Kepler-92,17.815333 +/- 1.336150,3:2
Kepler-92,16.452267 +/- 2.467840,3:2
Kepler-92,32.904533 +/- 2.467840,3:2
Kepler-92,13.749000 +/- 0.687450,1:1
Kepler-92,26.723000 +/- 1.336150,1:1
Kepler-92,49.356800 +/- 2.467840,1:1
L 98-59,0.751038 +/- 0.112656,3:1
L 98-59,1.230225 +/- 0.184534,3:1
L 98-59,2.483576 +/- 0.372536,3:1
L 98-59,4.265333 +/- 0.639800,3:1
L 98-59,0.450623 +/- 0.112656,5:2
L 98-59,0.901245 +/- 0.112656,5:2
L 98-59,0.738135 +/- 0.184534,5:2
L 98-59,1.476270 +/- 0.184534,5:2
L 98-59,1.490146 +/- 0.372536,5:2
L 98-59,2.980292 +/- 0.372536,5:2
L 98-59,2.559200 +/- 0.639800,5:2
L 98-59,5.118400 +/- 0.639800,5:2
L 98-59,0.751038 +/- 0.112656,3:2
L 98-59,1.502076 +/- 0.112656,3:2
L 98-59,1.230225 +/- 0.184534,3:2
L 98-59,2.460450 +/- 0.184534,3:2
L 98-59,2.483576 +/- 0.372536,3:2
L 98-59,4.967153 +/- 0.372536,3:2
L 98-59,4.265333 +/- 0.639800,3:2
L 98-59,8.530667 +/- 0.639800,3:2
L 98-59,2.253114 +/- 0.112656,1:1
L 98-59,3.690675 +/- 0.184534,1:1
L 98-59,7.450729 +/- 0.372536,1:1
L 98-59,12.796000 +/- 0.639800,1:1
LP 791-18,0.473999 +/- 0.047400,2:1
LP 791-18,2.494955 +/- 0.249495,2:1
LP 791-18,1.376718 +/- 0.137672,2:1
LP 791-18,0.189600 +/- 0.047400,5:2
LP 791-18,0.379199 +/- 0.047400,5:2
LP 791-18,0.997982 +/- 0.249495,5:2
LP 791-18,1.995964 +/- 0.249495,5:2
LP 791-18,0.550687 +/- 0.137672,5:2
LP 791-18,1.101374 +/- 0.137672,5:2
LP 791-18,0.315999 +/- 0.047400,3:2
LP 791-18,0.631999 +/- 0.047400,3:2
LP 791-18,1.663303 +/- 0.249495,3:2
LP 791-18,3.326606 +/- 0.249495,3:2
LP 791-18,0.917812 +/- 0.137672,3:2
LP 791-18,1.835624 +/- 0.137672,3:2
LP 791-18,0.947998 +/- 0.047400,1:1
LP 791-18,4.989909 +/- 0.249495,1:1
LP 791-18,2.753436 +/- 0.137672,1:1
PSR B1257+12,8.420667 +/- 1.263100,3:2
PSR B1257+12,16.841333 +/- 1.263100,3:2
PSR B1257+12,22.180633 +/- 3.327095,3:2
PSR B1257+12,44.361267 +/- 3.327095,3:2
PSR B1257+12,32.737133 +/- 4.910570,3:2
PSR B1257+12,65.474267 +/- 4.910570,3:2
PSR B1257+12,25.262000 +/- 1.263100,1:1
PSR B1257+12,66.541900 +/- 3.327095,1:1
PSR B1257+12,98.211400 +/- 4.910570,1:1
PSR B1257+12,12.631000 +/- 1.263100,2:1
PSR B1257+12,33.270950 +/- 3.327095,2:1
PSR B1257+12,49.105700 +/- 4.910570,2:1
PSR B1257+12,8.420667 +/- 1.263100,3:1
PSR B1257+12,22.180633 +/- 3.327095,3:1
PSR B1257+12,32.737133 +/- 4.910570,3:1
PSR B1257+12,5.052400 +/- 1.263100,5:2
PSR B1257+12,10.104800 +/- 1.263100,5:2
PSR B1257+12,13.308380 +/- 3.327095,5:2
PSR B1257+12,26.616760 +/- 3.327095,5:2
PSR B1257+12,19.642280 +/- 4.910570,5:2
PSR B1257+12,39.284560 +/- 4.910570,5:2
TOI-1136,0.834556 +/- 0.208639,5:2
TOI-1136,1.669112 +/- 0.208639,5:2
TOI-1136,1.251450 +/- 0.312863,5:2
TOI-1136,2.502900 +/- 0.312863,5:2
TOI-1136,2.503874 +/- 0.625969,5:2
TOI-1136,5.007748 +/- 0.625969,5:2
TOI-1136,3.759840 +/- 0.939960,5:2
TOI-1136,7.519680 +/- 0.939960,5:2
TOI-1136,5.263240 +/- 1.315810,5:2
TOI-1136,10.526480 +/- 1.315810,5:2
TOI-1136,7.907740 +/- 1.976935,5:2
TOI-1136,15.815480 +/- 1.976935,5:2
TOI-1136,1.390927 +/- 0.208639,3:2
TOI-1136,2.781853 +/- 0.208639,3:2
TOI-1136,2.085750 +/- 0.312863,3:2
TOI-1136,4.171500 +/- 0.312863,3:2
TOI-1136,4.173123 +/- 0.625969,3:2
TOI-1136,8.346247 +/- 0.625969,3:2
TOI-1136,6.266400 +/- 0.939960,3:2
TOI-1136,12.532800 +/- 0.939960,3:2
TOI-1136,8.772067 +/- 1.315810,3:2
TOI-1136,17.544133 +/- 1.315810,3:2
TOI-1136,13.179567 +/- 1.976935,3:2
TOI-1136,26.359133 +/- 1.976935,3:2
TOI-1136,4.172780 +/- 0.208639,1:1
TOI-1136,6.257250 +/- 0.312863,1:1
TOI-1136,12.519370 +/- 0.625969,1:1
TOI-1136,18.799200 +/- 0.939960,1:1
TOI-1136,26.316200 +/- 1.315810,1:1
TOI-1136,39.538700 +/- 1.976935,1:1
TOI-1246,1.435813 +/- 0.215372,3:1
TOI-1246,1.968048 +/- 0.295207,3:1
TOI-1246,6.218633 +/- 0.932795,3:1
TOI-1246,12.640533 +/- 1.896080,3:1
TOI-1246,0.861488 +/- 0.215372,5:2
TOI-1246,1.722976 +/- 0.215372,5:2
TOI-1246,1.180829 +/- 0.295207,5:2
TOI-1246,2.361658 +/- 0.295207,5:2
TOI-1246,3.731180 +/- 0.932795,5:2
TOI-1246,7.462360 +/- 0.932795,5:2
TOI-1246,7.584320 +/- 1.896080,5:2
TOI-1246,15.168640 +/- 1.896080,5:2
TOI-1246,1.435813 +/- 0.215372,3:2
TOI-1246,2.871627 +/- 0.215372,3:2
TOI-1246,1.968048 +/- 0.295207,3:2
TOI-1246,3.936096 +/- 0.295207,3:2
TOI-1246,6.218633 +/- 0.932795,3:2
TOI-1246,12.437267 +/- 0.932795,3:2
TOI-1246,12.640533 +/- 1.896080,3:2
TOI-1246,25.281067 +/- 1.896080,3:2
TOI-1246,4.307440 +/- 0.215372,1:1
TOI-1246,5.904144 +/- 0.295207,1:1
TOI-1246,18.655900 +/- 0.932795,1:1
TOI-1246,37.921600 +/- 1.896080,1:1
TOI-125,1.551273 +/- 0.232691,3:1
TOI-125,3.050197 +/- 0.457529,3:1
TOI-125,6.660000 +/- 0.999000,3:1
TOI-125,0.930764 +/- 0.232691,5:2
TOI-125,1.861528 +/- 0.232691,5:2
TOI-125,1.830118 +/- 0.457529,5:2
TOI-125,3.660236 +/- 0.457529,5:2
TOI-125,3.996000 +/- 0.999000,5:2
TOI-125,7.992000 +/- 0.999000,5:2
TOI-125,1.551273 +/- 0.232691,3:2
TOI-125,3.102547 +/- 0.232691,3:2
TOI-125,3.050197 +/- 0.457529,3:2
TOI-125,6.100393 +/- 0.457529,3:2
TOI-125,6.660000 +/- 0.999000,3:2
TOI-125,13.320000 +/- 0.999000,3:2
TOI-125,4.653820 +/- 0.232691,1:1
TOI-125,9.150590 +/- 0.457529,1:1
TOI-125,19.980000 +/- 0.999000,1:1
TOI-1749,0.796130 +/- 0.119419,3:1
TOI-1749,1.497633 +/- 0.224645,3:1
TOI-1749,3.016567 +/- 0.452485,3:1
TOI-1749,0.477678 +/- 0.119419,5:2
TOI-1749,0.955356 +/- 0.119419,5:2
TOI-1749,0.898580 +/- 0.224645,5:2
TOI-1749,1.797160 +/- 0.224645,5:2
TOI-1749,1.809940 +/- 0.452485,5:2
TOI-1749,3.619880 +/- 0.452485,5:2
TOI-1749,0.796130 +/- 0.119419,3:2
TOI-1749,1.592260 +/- 0.119419,3:2
TOI-1749,1.497633 +/- 0.224645,3:2
TOI-1749,2.995267 +/- 0.224645,3:2
TOI-1749,3.016567 +/- 0.452485,3:2
TOI-1749,6.033133 +/- 0.452485,3:2
TOI-1749,2.388390 +/- 0.119419,1:1
TOI-1749,4.492900 +/- 0.224645,1:1
TOI-1749,9.049700 +/- 0.452485,1:1
TOI-178,0.382912 +/- 0.095728,5:2
TOI-178,0.765823 +/- 0.095728,5:2
TOI-178,0.647690 +/- 0.161922,5:2
TOI-178,1.295380 +/- 0.161922,5:2
TOI-178,1.311540 +/- 0.327885,5:2
TOI-178,2.623080 +/- 0.327885,5:2
TOI-178,1.992376 +/- 0.498094,5:2
TOI-178,3.984752 +/- 0.498094,5:2
TOI-178,3.046383 +/- 0.761596,5:2
TOI-178,6.092766 +/- 0.761596,5:2
TOI-178,4.141900 +/- 1.035475,5:2
TOI-178,8.283800 +/- 1.035475,5:2
TOI-178,0.638186 +/- 0.095728,3:2
TOI-178,1.276372 +/- 0.095728,3:2
TOI-178,1.079483 +/- 0.161922,3:2
TOI-178,2.158967 +/- 0.161922,3:2
TOI-178,2.185900 +/- 0.327885,3:2
TOI-178,4.371800 +/- 0.327885,3:2
TOI-178,3.320627 +/- 0.498094,3:2
TOI-178,6.641254 +/- 0.498094,3:2
TOI-178,5.077305 +/- 0.761596,3:2
TOI-178,10.154610 +/- 0.761596,3:2
TOI-178,6.903167 +/- 1.035475,3:2
TOI-178,13.806333 +/- 1.035475,3:2
TOI-178,1.914558 +/- 0.095728,1:1
TOI-178,3.238450 +/- 0.161922,1:1
TOI-178,6.557700 +/- 0.327885,1:1
TOI-178,9.961881 +/- 0.498094,1:1
TOI-178,15.231915 +/- 0.761596,1:1
TOI-178,20.709500 +/- 1.035475,1:1
TOI-2076,3.451697 +/- 0.517755,3:1
TOI-2076,7.005127 +/- 1.050769,3:1
TOI-2076,11.708457 +/- 1.756269,3:1
TOI-2076,2.071018 +/- 0.517755,5:2
TOI-2076,4.142036 +/- 0.517755,5:2
TOI-2076,4.203076 +/- 1.050769,5:2
TOI-2076,8.406152 +/- 1.050769,5:2
TOI-2076,7.025074 +/- 1.756269,5:2
TOI-2076,14.050148 +/- 1.756269,5:2
TOI-2076,3.451697 +/- 0.517755,3:2
TOI-2076,6.903393 +/- 0.517755,3:2
TOI-2076,7.005127 +/- 1.050769,3:2
TOI-2076,14.010253 +/- 1.050769,3:2
TOI-2076,11.708457 +/- 1.756269,3:2
TOI-2076,23.416913 +/- 1.756269,3:2
TOI-2076,10.355090 +/- 0.517755,1:1
TOI-2076,21.015380 +/- 1.050769,1:1
TOI-2076,35.125370 +/- 1.756269,1:1
TOI-270,1.120051 +/- 0.168008,3:1
TOI-270,1.886858 +/- 0.283029,3:1
TOI-270,3.793191 +/- 0.568979,3:1
TOI-270,0.672031 +/- 0.168008,5:2
TOI-270,1.344062 +/- 0.168008,5:2
TOI-270,1.132115 +/- 0.283029,5:2
TOI-270,2.264229 +/- 0.283029,5:2
TOI-270,2.275915 +/- 0.568979,5:2
TOI-270,4.551829 +/- 0.568979,5:2
TOI-270,1.120051 +/- 0.168008,3:2
TOI-270,2.240103 +/- 0.168008,3:2
TOI-270,1.886858 +/- 0.283029,3:2
TOI-270,3.773715 +/- 0.283029,3:2
TOI-270,3.793191 +/- 0.568979,3:2
TOI-270,7.586382 +/- 0.568979,3:2
TOI-270,3.360154 +/- 0.168008,1:1
TOI-270,5.660573 +/- 0.283029,1:1
TOI-270,11.379573 +/- 0.568979,1:1
TOI-4010,0.674168 +/- 0.067417,2:1
TOI-4010,2.707327 +/- 0.270733,2:1
TOI-4010,7.354430 +/- 0.735443,2:1
TOI-4010,381.000000 +/- 38.100000,2:1
TOI-4010,0.449445 +/- 0.067417,3:1
TOI-4010,1.804885 +/- 0.270733,3:1
TOI-4010,4.902953 +/- 0.735443,3:1
TOI-4010,254.000000 +/- 38.100000,3:1
TOI-4010,0.449445 +/- 0.067417,3:2
TOI-4010,0.898890 +/- 0.067417,3:2
TOI-4010,1.804885 +/- 0.270733,3:2
TOI-4010,3.609769 +/- 0.270733,3:2
TOI-4010,4.902953 +/- 0.735443,3:2
TOI-4010,9.805907 +/- 0.735443,3:2
TOI-4010,254.000000 +/- 38.100000,3:2
TOI-4010,508.000000 +/- 38.100000,3:2
TOI-4010,0.269667 +/- 0.067417,5:2
TOI-4010,0.539334 +/- 0.067417,5:2
TOI-4010,1.082931 +/- 0.270733,5:2
TOI-4010,2.165862 +/- 0.270733,5:2
TOI-4010,2.941772 +/- 0.735443,5:2
TOI-4010,5.883544 +/- 0.735443,5:2
TOI-4010,152.400000 +/- 38.100000,5:2
TOI-4010,304.800000 +/- 38.100000,5:2
TOI-431,0.245024 +/- 0.024502,2:1
TOI-431,2.424700 +/- 0.242470,2:1
TOI-431,6.230515 +/- 0.623051,2:1
TOI-431,0.163349 +/- 0.024502,3:1
TOI-431,1.616467 +/- 0.242470,3:1
TOI-431,4.153677 +/- 0.623051,3:1
TOI-431,0.163349 +/- 0.024502,3:2
TOI-431,0.326698 +/- 0.024502,3:2
TOI-431,1.616467 +/- 0.242470,3:2
TOI-431,3.232933 +/- 0.242470,3:2
TOI-431,4.153677 +/- 0.623051,3:2
TOI-431,8.307353 +/- 0.623051,3:2
TOI-431,0.490047 +/- 0.024502,1:1
TOI-431,4.849400 +/- 0.242470,1:1
TOI-431,12.461030 +/- 0.623051,1:1
TOI-451,0.619568 +/- 0.092935,3:2
TOI-451,1.239135 +/- 0.092935,3:2
TOI-451,3.064174 +/- 0.459626,3:2
TOI-451,6.128348 +/- 0.459626,3:2
TOI-451,5.454996 +/- 0.818249,3:2
TOI-451,10.909992 +/- 0.818249,3:2
TOI-451,1.858703 +/- 0.092935,1:1
TOI-451,9.192522 +/- 0.459626,1:1
TOI-451,16.364988 +/- 0.818249,1:1
TOI-451,0.929351 +/- 0.092935,2:1
TOI-451,4.596261 +/- 0.459626,2:1
TOI-451,8.182494 +/- 0.818249,2:1
TOI-451,0.619568 +/- 0.092935,3:1
TOI-451,3.064174 +/- 0.459626,3:1
TOI-451,5.454996 +/- 0.818249,3:1
TOI-451,0.371741 +/- 0.092935,5:2
TOI-451,0.743481 +/- 0.092935,5:2
TOI-451,1.838504 +/- 0.459626,5:2
TOI-451,3.677009 +/- 0.459626,5:2
TOI-451,3.272998 +/- 0.818249,5:2
TOI-451,6.545995 +/- 0.818249,5:2
TOI-500,0.274089 +/- 0.027409,2:1
TOI-500,3.317800 +/- 0.331780,2:1
TOI-500,13.116500 +/- 1.311650,2:1
TOI-500,30.650000 +/- 3.065000,2:1
TOI-500,0.182726 +/- 0.027409,3:2
TOI-500,0.365451 +/- 0.027409,3:2
TOI-500,2.211867 +/- 0.331780,3:2
TOI-500,4.423733 +/- 0.331780,3:2
TOI-500,8.744333 +/- 1.311650,3:2
TOI-500,17.488667 +/- 1.311650,3:2
TOI-500,20.433333 +/- 3.065000,3:2
