Host Name,Possible Missing Planets,Ratio
Kepler-126,4.373948 +/- 1.093487,5:2
Kepler-126,8.747896 +/- 1.093487,5:2
Kepler-126,20.056627 +/- 5.014157,5:2
Kepler-126,40.113254 +/- 5.014157,5:2
Kepler-126,3.498570 +/- 0.524786,3:2
Kepler-126,6.997141 +/- 0.524786,3:2
Kepler-126,7.289914 +/- 1.093487,3:2
Kepler-126,14.579827 +/- 1.093487,3:2
Kepler-126,33.427711 +/- 5.014157,3:2
Kepler-126,66.855423 +/- 5.014157,3:2
Kepler-126,10.495711 +/- 0.524786,1:1
Kepler-126,21.869741 +/- 1.093487,1:1
Kepler-126,100.283134 +/- 5.014157,1:1
Kepler-127,4.811963 +/- 0.721794,3:1
Kepler-127,9.797732 +/- 1.469660,3:1
Kepler-127,16.210136 +/- 2.431520,3:1
Kepler-127,2.887178 +/- 0.721794,5:2
Kepler-127,5.774356 +/- 0.721794,5:2
Kepler-127,5.878639 +/- 1.469660,5:2
Kepler-127,11.757278 +/- 1.469660,5:2
Kepler-127,9.726082 +/- 2.431520,5:2
Kepler-127,19.452163 +/- 2.431520,5:2
Kepler-127,4.811963 +/- 0.721794,3:2
Kepler-127,9.623926 +/- 0.721794,3:2
Kepler-127,9.797732 +/- 1.469660,3:2
Kepler-127,19.595463 +/- 1.469660,3:2
Kepler-127,16.210136 +/- 2.431520,3:2
Kepler-127,32.420272 +/- 2.431520,3:2
Kepler-127,14.435889 +/- 0.721794,1:1
Kepler-127,29.393195 +/- 1.469660,1:1
Kepler-127,48.630408 +/- 2.431520,1:1
Kepler-129,5.263333 +/- 0.789500,3:1
Kepler-129,27.400000 +/- 4.110000,3:1
Kepler-129,882.000000 +/- 132.300000,3:1
Kepler-129,3.158000 +/- 0.789500,5:2
Kepler-129,6.316000 +/- 0.789500,5:2
Kepler-129,16.440000 +/- 4.110000,5:2
Kepler-129,32.880000 +/- 4.110000,5:2
Kepler-129,529.200000 +/- 132.300000,5:2
Kepler-129,1058.400000 +/- 132.300000,5:2
Kepler-129,5.263333 +/- 0.789500,3:2
Kepler-129,10.526667 +/- 0.789500,3:2
Kepler-129,27.400000 +/- 4.110000,3:2
Kepler-129,54.800000 +/- 4.110000,3:2
Kepler-129,882.000000 +/- 132.300000,3:2
Kepler-129,1764.000000 +/- 132.300000,3:2
Kepler-129,15.790000 +/- 0.789500,1:1
Kepler-129,82.200000 +/- 4.110000,1:1
Kepler-129,2646.000000 +/- 132.300000,1:1
Kepler-130,2.819153 +/- 0.422873,3:2
Kepler-130,5.638305 +/- 0.422873,3:2
Kepler-130,9.169560 +/- 1.375434,3:2
Kepler-130,18.339120 +/- 1.375434,3:2
Kepler-130,29.172635 +/- 4.375895,3:2
Kepler-130,58.345270 +/- 4.375895,3:2
Kepler-130,8.457458 +/- 0.422873,1:1
Kepler-130,27.508680 +/- 1.375434,1:1
Kepler-130,87.517905 +/- 4.375895,1:1
Kepler-130,4.228729 +/- 0.422873,2:1
Kepler-130,13.754340 +/- 1.375434,2:1
Kepler-130,43.758952 +/- 4.375895,2:1
Kepler-130,2.819153 +/- 0.422873,3:1
Kepler-130,9.169560 +/- 1.375434,3:1
Kepler-130,29.172635 +/- 4.375895,3:1
Kepler-130,1.691492 +/- 0.422873,5:2
Kepler-130,3.382983 +/- 0.422873,5:2
Kepler-130,5.501736 +/- 1.375434,5:2
Kepler-130,11.003472 +/- 1.375434,5:2
Kepler-130,17.503581 +/- 4.375895,5:2
Kepler-130,35.007162 +/- 4.375895,5:2
Kepler-1311,3.724233 +/- 0.558635,3:2
Kepler-1311,7.448466 +/- 0.558635,3:2
Kepler-1311,0.845245 +/- 0.126787,3:2
Kepler-1311,1.690489 +/- 0.126787,3:2
Kepler-1311,65.837001 +/- 9.875550,3:2
Kepler-1311,131.674001 +/- 9.875550,3:2
Kepler-1311,11.172699 +/- 0.558635,1:1
Kepler-1311,2.535734 +/- 0.126787,1:1
Kepler-1311,197.511002 +/- 9.875550,1:1
Kepler-1311,5.586350 +/- 0.558635,2:1
Kepler-1311,1.267867 +/- 0.126787,2:1
Kepler-1311,98.755501 +/- 9.875550,2:1
Kepler-1311,3.724233 +/- 0.558635,3:1
Kepler-1311,0.845245 +/- 0.126787,3:1
Kepler-1311,65.837001 +/- 9.875550,3:1
Kepler-1311,2.234540 +/- 0.558635,5:2
Kepler-1311,4.469080 +/- 0.558635,5:2
Kepler-1311,0.507147 +/- 0.126787,5:2
Kepler-1311,1.014294 +/- 0.126787,5:2
Kepler-1311,39.502200 +/- 9.875550,5:2
Kepler-1311,79.004401 +/- 9.875550,5:2
Kepler-132,1.235639 +/- 0.308910,5:2
Kepler-132,2.471278 +/- 0.308910,5:2
Kepler-132,1.282983 +/- 0.320746,5:2
Kepler-132,2.565966 +/- 0.320746,5:2
Kepler-132,3.602040 +/- 0.900510,5:2
Kepler-132,7.204080 +/- 0.900510,5:2
Kepler-132,22.057387 +/- 5.514347,5:2
Kepler-132,44.114775 +/- 5.514347,5:2
Kepler-1388,6.142730 +/- 0.614273,2:1
Kepler-1388,2.768041 +/- 0.276804,2:1
Kepler-1388,10.478408 +/- 1.047841,2:1
Kepler-1388,18.816354 +/- 1.881635,2:1
Kepler-1388,2.457092 +/- 0.614273,5:2
Kepler-1388,4.914184 +/- 0.614273,5:2
Kepler-1388,1.107216 +/- 0.276804,5:2
Kepler-1388,2.214433 +/- 0.276804,5:2
Kepler-1388,4.191363 +/- 1.047841,5:2
Kepler-1388,8.382726 +/- 1.047841,5:2
Kepler-1388,7.526542 +/- 1.881635,5:2
Kepler-1388,15.053083 +/- 1.881635,5:2
Kepler-1388,4.095153 +/- 0.614273,3:2
Kepler-1388,8.190307 +/- 0.614273,3:2
Kepler-1388,1.845361 +/- 0.276804,3:2
Kepler-1388,3.690721 +/- 0.276804,3:2
Kepler-1388,6.985605 +/- 1.047841,3:2
Kepler-1388,13.971211 +/- 1.047841,3:2
Kepler-1388,12.544236 +/- 1.881635,3:2
Kepler-1388,25.088472 +/- 1.881635,3:2
Kepler-1388,12.285460 +/- 0.614273,1:1
Kepler-1388,5.536082 +/- 0.276804,1:1
Kepler-1388,20.956816 +/- 1.047841,1:1
Kepler-1388,37.632708 +/- 1.881635,1:1
Kepler-142,0.674717 +/- 0.101208,3:2
Kepler-142,1.349435 +/- 0.101208,3:2
Kepler-142,1.587234 +/- 0.238085,3:2
Kepler-142,3.174468 +/- 0.238085,3:2
Kepler-142,13.936373 +/- 2.090456,3:2
Kepler-142,27.872745 +/- 2.090456,3:2
Kepler-142,2.024152 +/- 0.101208,1:1
Kepler-142,4.761702 +/- 0.238085,1:1
Kepler-142,41.809118 +/- 2.090456,1:1
Kepler-142,1.012076 +/- 0.101208,2:1
Kepler-142,2.380851 +/- 0.238085,2:1
Kepler-142,20.904559 +/- 2.090456,2:1
Kepler-142,0.674717 +/- 0.101208,3:1
Kepler-142,1.587234 +/- 0.238085,3:1
Kepler-142,13.936373 +/- 2.090456,3:1
Kepler-142,0.404830 +/- 0.101208,5:2
Kepler-142,0.809661 +/- 0.101208,5:2
Kepler-142,0.952340 +/- 0.238085,5:2
Kepler-142,1.904681 +/- 0.238085,5:2
Kepler-142,8.361824 +/- 2.090456,5:2
Kepler-142,16.723647 +/- 2.090456,5:2
Kepler-148,0.576455 +/- 0.086468,3:2
Kepler-148,1.152911 +/- 0.086468,3:2
Kepler-148,1.393348 +/- 0.209002,3:2
Kepler-148,2.786695 +/- 0.209002,3:2
Kepler-148,17.282295 +/- 2.592344,3:2
Kepler-148,34.564591 +/- 2.592344,3:2
Kepler-148,1.729366 +/- 0.086468,1:1
Kepler-148,4.180043 +/- 0.209002,1:1
Kepler-148,51.846886 +/- 2.592344,1:1
Kepler-148,0.864683 +/- 0.086468,2:1
Kepler-148,2.090022 +/- 0.209002,2:1
Kepler-148,25.923443 +/- 2.592344,2:1
Kepler-148,0.576455 +/- 0.086468,3:1
Kepler-148,1.393348 +/- 0.209002,3:1
Kepler-148,17.282295 +/- 2.592344,3:1
Kepler-148,0.345873 +/- 0.086468,5:2
Kepler-148,0.691746 +/- 0.086468,5:2
Kepler-148,0.836009 +/- 0.209002,5:2
Kepler-148,1.672017 +/- 0.209002,5:2
Kepler-148,10.369377 +/- 2.592344,5:2
Kepler-148,20.738754 +/- 2.592344,5:2
Kepler-149,14.599471 +/- 1.459947,2:1
Kepler-149,27.664164 +/- 2.766416,2:1
Kepler-149,80.009016 +/- 8.000902,2:1
Kepler-149,5.839789 +/- 1.459947,5:2
Kepler-149,11.679577 +/- 1.459947,5:2
Kepler-149,11.065666 +/- 2.766416,5:2
Kepler-149,22.131331 +/- 2.766416,5:2
Kepler-149,32.003606 +/- 8.000902,5:2
Kepler-149,64.007213 +/- 8.000902,5:2
Kepler-149,9.732981 +/- 1.459947,3:2
Kepler-149,19.465962 +/- 1.459947,3:2
Kepler-149,18.442776 +/- 2.766416,3:2
Kepler-149,36.885552 +/- 2.766416,3:2
Kepler-149,53.339344 +/- 8.000902,3:2
Kepler-149,106.678688 +/- 8.000902,3:2
Kepler-149,29.198943 +/- 1.459947,1:1
Kepler-149,55.328328 +/- 2.766416,1:1
Kepler-149,160.018032 +/- 8.000902,1:1
Kepler-150,1.714027 +/- 0.171403,2:1
Kepler-150,3.690999 +/- 0.369100,2:1
Kepler-150,6.280465 +/- 0.628047,2:1
Kepler-150,15.413279 +/- 1.541328,2:1
Kepler-150,318.604650 +/- 31.860465,2:1
Kepler-150,1.142685 +/- 0.171403,3:1
Kepler-150,2.460666 +/- 0.369100,3:1
Kepler-150,4.186977 +/- 0.628047,3:1
Kepler-150,10.275519 +/- 1.541328,3:1
Kepler-150,212.403100 +/- 31.860465,3:1
Kepler-150,1.142685 +/- 0.171403,3:2
Kepler-150,2.285369 +/- 0.171403,3:2
Kepler-150,2.460666 +/- 0.369100,3:2
Kepler-150,4.921332 +/- 0.369100,3:2
Kepler-150,4.186977 +/- 0.628047,3:2
Kepler-150,8.373953 +/- 0.628047,3:2
Kepler-150,10.275519 +/- 1.541328,3:2
Kepler-150,20.551038 +/- 1.541328,3:2
Kepler-150,212.403100 +/- 31.860465,3:2
Kepler-150,424.806200 +/- 31.860465,3:2
Kepler-150,0.685611 +/- 0.171403,5:2
Kepler-150,1.371222 +/- 0.171403,5:2
Kepler-150,1.476400 +/- 0.369100,5:2
Kepler-150,2.952799 +/- 0.369100,5:2
Kepler-150,2.512186 +/- 0.628047,5:2
Kepler-150,5.024372 +/- 0.628047,5:2
Kepler-150,6.165311 +/- 1.541328,5:2
Kepler-150,12.330623 +/- 1.541328,5:2
Kepler-150,127.441860 +/- 31.860465,5:2
Kepler-150,254.883720 +/- 31.860465,5:2
Kepler-1530,0.863481 +/- 0.129522,3:1
Kepler-1530,1.774247 +/- 0.266137,3:1
Kepler-1530,3.069203 +/- 0.460381,3:1
Kepler-1530,0.518089 +/- 0.129522,5:2
Kepler-1530,1.036177 +/- 0.129522,5:2
Kepler-1530,1.064548 +/- 0.266137,5:2
Kepler-1530,2.129096 +/- 0.266137,5:2
Kepler-1530,1.841522 +/- 0.460381,5:2
Kepler-1530,3.683044 +/- 0.460381,5:2
Kepler-1530,0.863481 +/- 0.129522,3:2
Kepler-1530,1.726962 +/- 0.129522,3:2
Kepler-1530,1.774247 +/- 0.266137,3:2
Kepler-1530,3.548494 +/- 0.266137,3:2
Kepler-1530,3.069203 +/- 0.460381,3:2
Kepler-1530,6.138407 +/- 0.460381,3:2
Kepler-1530,2.590443 +/- 0.129522,1:1
Kepler-1530,5.322741 +/- 0.266137,1:1
Kepler-1530,9.207610 +/- 0.460381,1:1
Kepler-1542,1.317056 +/- 0.197558,3:1
Kepler-1542,0.964077 +/- 0.144612,3:1
Kepler-1542,1.997579 +/- 0.299637,3:1
Kepler-1542,1.700386 +/- 0.255058,3:1
Kepler-1542,0.790234 +/- 0.197558,5:2
Kepler-1542,1.580468 +/- 0.197558,5:2
Kepler-1542,0.578446 +/- 0.144612,5:2
Kepler-1542,1.156892 +/- 0.144612,5:2
Kepler-1542,1.198547 +/- 0.299637,5:2
Kepler-1542,2.397095 +/- 0.299637,5:2
Kepler-1542,1.020232 +/- 0.255058,5:2
Kepler-1542,2.040463 +/- 0.255058,5:2
Kepler-1542,1.317056 +/- 0.197558,3:2
Kepler-1542,2.634113 +/- 0.197558,3:2
Kepler-1542,0.964077 +/- 0.144612,3:2
Kepler-1542,1.928153 +/- 0.144612,3:2
Kepler-1542,1.997579 +/- 0.299637,3:2
Kepler-1542,3.995158 +/- 0.299637,3:2
Kepler-1542,1.700386 +/- 0.255058,3:2
Kepler-1542,3.400772 +/- 0.255058,3:2
Kepler-1542,3.951169 +/- 0.197558,1:1
Kepler-1542,2.892230 +/- 0.144612,1:1
Kepler-1542,5.992737 +/- 0.299637,1:1
Kepler-1542,5.101158 +/- 0.255058,1:1
Kepler-157,0.577447 +/- 0.086617,3:1
Kepler-157,4.513500 +/- 0.677025,3:1
Kepler-157,2.341912 +/- 0.351287,3:1
Kepler-157,0.577447 +/- 0.086617,3:2
Kepler-157,1.154895 +/- 0.086617,3:2
Kepler-157,4.513500 +/- 0.677025,3:2
Kepler-157,9.027000 +/- 0.677025,3:2
Kepler-157,2.341912 +/- 0.351287,3:2
Kepler-157,4.683823 +/- 0.351287,3:2
Kepler-157,0.346468 +/- 0.086617,5:2
Kepler-157,0.692937 +/- 0.086617,5:2
Kepler-157,2.708100 +/- 0.677025,5:2
Kepler-157,5.416200 +/- 0.677025,5:2
Kepler-157,1.405147 +/- 0.351287,5:2
Kepler-157,2.810294 +/- 0.351287,5:2
Kepler-160,1.436466 +/- 0.215470,3:2
Kepler-160,2.872931 +/- 0.215470,3:2
Kepler-160,4.566476 +/- 0.684971,3:2
Kepler-160,9.132953 +/- 0.684971,3:2
Kepler-160,10.000000 +/- 1.500000,3:2
Kepler-160,20.000000 +/- 1.500000,3:2
Kepler-160,4.309397 +/- 0.215470,1:1
Kepler-160,13.699429 +/- 0.684971,1:1
Kepler-160,30.000000 +/- 1.500000,1:1
Kepler-160,2.154698 +/- 0.215470,2:1
Kepler-160,6.849715 +/- 0.684971,2:1
Kepler-160,15.000000 +/- 1.500000,2:1
Kepler-160,1.436466 +/- 0.215470,3:1
Kepler-160,4.566476 +/- 0.684971,3:1
Kepler-160,10.000000 +/- 1.500000,3:1
Kepler-160,0.861879 +/- 0.215470,5:2
Kepler-160,1.723759 +/- 0.215470,5:2
Kepler-160,2.739886 +/- 0.684971,5:2
Kepler-160,5.479772 +/- 0.684971,5:2
Kepler-160,6.000000 +/- 1.500000,5:2
Kepler-160,12.000000 +/- 1.500000,5:2
Kepler-164,1.678343 +/- 0.251752,3:2
Kepler-164,3.356687 +/- 0.251752,3:2
Kepler-164,3.648574 +/- 0.547286,3:2
Kepler-164,7.297149 +/- 0.547286,3:2
Kepler-164,9.662256 +/- 1.449338,3:2
Kepler-164,19.324513 +/- 1.449338,3:2
Kepler-164,5.035030 +/- 0.251752,1:1
Kepler-164,10.945723 +/- 0.547286,1:1
Kepler-164,28.986769 +/- 1.449338,1:1
Kepler-164,2.517515 +/- 0.251752,2:1
Kepler-164,5.472861 +/- 0.547286,2:1
Kepler-164,14.493384 +/- 1.449338,2:1
Kepler-164,1.678343 +/- 0.251752,3:1
Kepler-164,3.648574 +/- 0.547286,3:1
Kepler-164,9.662256 +/- 1.449338,3:1
Kepler-164,1.007006 +/- 0.251752,5:2
Kepler-164,2.014012 +/- 0.251752,5:2
Kepler-164,2.189145 +/- 0.547286,5:2
Kepler-164,4.378289 +/- 0.547286,5:2
Kepler-164,5.797354 +/- 1.449338,5:2
Kepler-164,11.594708 +/- 1.449338,5:2
Kepler-167,2.196577 +/- 0.219658,2:1
Kepler-167,3.703053 +/- 0.370305,2:1
Kepler-167,10.901895 +/- 1.090189,2:1
Kepler-167,535.616025 +/- 53.561603,2:1
Kepler-167,1.464385 +/- 0.219658,3:2
Kepler-167,2.928769 +/- 0.219658,3:2
Kepler-167,2.468702 +/- 0.370305,3:2
Kepler-167,4.937404 +/- 0.370305,3:2
Kepler-167,7.267930 +/- 1.090189,3:2
Kepler-167,14.535860 +/- 1.090189,3:2
Kepler-167,357.077350 +/- 53.561603,3:2
Kepler-167,714.154700 +/- 53.561603,3:2
Kepler-167,0.878631 +/- 0.219658,5:2
Kepler-167,1.757262 +/- 0.219658,5:2
Kepler-167,1.481221 +/- 0.370305,5:2
Kepler-167,2.962442 +/- 0.370305,5:2
Kepler-167,4.360758 +/- 1.090189,5:2
Kepler-167,8.721516 +/- 1.090189,5:2
Kepler-167,214.246410 +/- 53.561603,5:2
Kepler-167,428.492820 +/- 53.561603,5:2
Kepler-169,0.650124 +/- 0.162531,5:2
Kepler-169,1.300248 +/- 0.162531,5:2
Kepler-169,1.239094 +/- 0.309773,5:2
Kepler-169,2.478188 +/- 0.309773,5:2
Kepler-169,1.669625 +/- 0.417406,5:2
Kepler-169,3.339250 +/- 0.417406,5:2
Kepler-169,2.753420 +/- 0.688355,5:2
Kepler-169,5.506841 +/- 0.688355,5:2
Kepler-169,17.418039 +/- 4.354510,5:2
Kepler-169,34.836078 +/- 4.354510,5:2
Kepler-169,1.083540 +/- 0.162531,3:2
Kepler-169,2.167079 +/- 0.162531,3:2
Kepler-169,2.065156 +/- 0.309773,3:2
Kepler-169,4.130313 +/- 0.309773,3:2
Kepler-169,2.782708 +/- 0.417406,3:2
Kepler-169,5.565417 +/- 0.417406,3:2
Kepler-169,4.589034 +/- 0.688355,3:2
Kepler-169,9.178068 +/- 0.688355,3:2
Kepler-169,29.030065 +/- 4.354510,3:2
Kepler-169,58.060130 +/- 4.354510,3:2
Kepler-169,3.250619 +/- 0.162531,1:1
Kepler-169,6.195469 +/- 0.309773,1:1
Kepler-169,8.348125 +/- 0.417406,1:1
Kepler-169,13.767102 +/- 0.688355,1:1
Kepler-169,87.090195 +/- 4.354510,1:1
Kepler-171,1.388991 +/- 0.208349,3:2
Kepler-171,2.777981 +/- 0.208349,3:2
Kepler-171,3.821154 +/- 0.573173,3:2
Kepler-171,7.642308 +/- 0.573173,3:2
Kepler-171,13.198506 +/- 1.979776,3:2
Kepler-171,26.397013 +/- 1.979776,3:2
Kepler-171,4.166972 +/- 0.208349,1:1
Kepler-171,11.463462 +/- 0.573173,1:1
Kepler-171,39.595519 +/- 1.979776,1:1
Kepler-171,2.083486 +/- 0.208349,2:1
Kepler-171,5.731731 +/- 0.573173,2:1
Kepler-171,19.797760 +/- 1.979776,2:1
Kepler-171,1.388991 +/- 0.208349,3:1
Kepler-171,3.821154 +/- 0.573173,3:1
Kepler-171,13.198506 +/- 1.979776,3:1
Kepler-171,0.833394 +/- 0.208349,5:2
Kepler-171,1.666789 +/- 0.208349,5:2
Kepler-171,2.292692 +/- 0.573173,5:2
Kepler-171,4.585385 +/- 0.573173,5:2
Kepler-171,7.919104 +/- 1.979776,5:2
Kepler-171,15.838208 +/- 1.979776,5:2
Kepler-172,1.470155 +/- 0.147015,2:1
Kepler-172,3.194498 +/- 0.319450,2:1
Kepler-172,7.313560 +/- 0.731356,2:1
Kepler-172,17.559368 +/- 1.755937,2:1
Kepler-172,0.588062 +/- 0.147015,5:2
Kepler-172,1.176124 +/- 0.147015,5:2
Kepler-172,1.277799 +/- 0.319450,5:2
Kepler-172,2.555598 +/- 0.319450,5:2
Kepler-172,2.925424 +/- 0.731356,5:2
Kepler-172,5.850848 +/- 0.731356,5:2
Kepler-172,7.023747 +/- 1.755937,5:2
Kepler-172,14.047494 +/- 1.755937,5:2
Kepler-172,0.980103 +/- 0.147015,3:2
Kepler-172,1.960206 +/- 0.147015,3:2
Kepler-172,2.129665 +/- 0.319450,3:2
Kepler-172,4.259331 +/- 0.319450,3:2
Kepler-172,4.875706 +/- 0.731356,3:2
Kepler-172,9.751413 +/- 0.731356,3:2
Kepler-172,11.706245 +/- 1.755937,3:2
Kepler-172,23.412491 +/- 1.755937,3:2
Kepler-172,2.940309 +/- 0.147015,1:1
Kepler-172,6.388996 +/- 0.319450,1:1
Kepler-172,14.627119 +/- 0.731356,1:1
Kepler-172,35.118736 +/- 1.755937,1:1
Kepler-174,6.990895 +/- 0.699090,2:1
Kepler-174,22.000265 +/- 2.200026,2:1
Kepler-174,123.676865 +/- 12.367687,2:1
Kepler-174,2.796358 +/- 0.699090,5:2
Kepler-174,5.592716 +/- 0.699090,5:2
Kepler-174,8.800106 +/- 2.200026,5:2
Kepler-174,17.600212 +/- 2.200026,5:2
Kepler-174,49.470746 +/- 12.367687,5:2
Kepler-174,98.941492 +/- 12.367687,5:2
Kepler-174,4.660597 +/- 0.699090,3:2
Kepler-174,9.321193 +/- 0.699090,3:2
Kepler-174,14.666843 +/- 2.200026,3:2
Kepler-174,29.333686 +/- 2.200026,3:2
Kepler-174,82.451243 +/- 12.367687,3:2
Kepler-174,164.902487 +/- 12.367687,3:2
Kepler-174,13.981790 +/- 0.699090,1:1
Kepler-174,44.000529 +/- 2.200026,1:1
Kepler-174,247.353730 +/- 12.367687,1:1
Kepler-176,1.811025 +/- 0.271654,3:1
Kepler-176,4.253237 +/- 0.637986,3:1
Kepler-176,8.583991 +/- 1.287599,3:1
Kepler-176,17.055263 +/- 2.558290,3:1
Kepler-176,1.811025 +/- 0.271654,3:2
Kepler-176,3.622049 +/- 0.271654,3:2
Kepler-176,4.253237 +/- 0.637986,3:2
Kepler-176,8.506475 +/- 0.637986,3:2
Kepler-176,8.583991 +/- 1.287599,3:2
Kepler-176,17.167983 +/- 1.287599,3:2
Kepler-176,17.055263 +/- 2.558290,3:2
Kepler-176,34.110527 +/- 2.558290,3:2
Kepler-176,1.086615 +/- 0.271654,5:2
Kepler-176,2.173230 +/- 0.271654,5:2
Kepler-176,2.551942 +/- 0.637986,5:2
Kepler-176,5.103885 +/- 0.637986,5:2
Kepler-176,5.150395 +/- 1.287599,5:2
Kepler-176,10.300790 +/- 1.287599,5:2
Kepler-176,10.233158 +/- 2.558290,5:2
Kepler-176,20.466316 +/- 2.558290,5:2
Kepler-178,4.788347 +/- 0.478835,2:1
Kepler-178,10.276401 +/- 1.027640,2:1
Kepler-178,48.339494 +/- 4.833949,2:1
Kepler-178,3.192231 +/- 0.478835,3:1
Kepler-178,6.850934 +/- 1.027640,3:1
Kepler-178,32.226329 +/- 4.833949,3:1
Kepler-178,3.192231 +/- 0.478835,3:2
Kepler-178,6.384463 +/- 0.478835,3:2
Kepler-178,6.850934 +/- 1.027640,3:2
Kepler-178,13.701868 +/- 1.027640,3:2
Kepler-178,32.226329 +/- 4.833949,3:2
Kepler-178,64.452659 +/- 4.833949,3:2
Kepler-178,9.576694 +/- 0.478835,1:1
Kepler-178,20.552802 +/- 1.027640,1:1
Kepler-178,96.678988 +/- 4.833949,1:1
Kepler-18,1.168242 +/- 0.175236,3:1
Kepler-18,2.547197 +/- 0.382080,3:1
Kepler-18,4.952960 +/- 0.742944,3:1
Kepler-18,0.700945 +/- 0.175236,5:2
Kepler-18,1.401890 +/- 0.175236,5:2
Kepler-18,1.528318 +/- 0.382080,5:2
Kepler-18,3.056636 +/- 0.382080,5:2
Kepler-18,2.971776 +/- 0.742944,5:2
Kepler-18,5.943552 +/- 0.742944,5:2
Kepler-18,1.168242 +/- 0.175236,3:2
Kepler-18,2.336483 +/- 0.175236,3:2
Kepler-18,2.547197 +/- 0.382080,3:2
Kepler-18,5.094393 +/- 0.382080,3:2
Kepler-18,4.952960 +/- 0.742944,3:2
Kepler-18,9.905920 +/- 0.742944,3:2
Kepler-18,3.504725 +/- 0.175236,1:1
Kepler-18,7.641590 +/- 0.382080,1:1
Kepler-18,14.858880 +/- 0.742944,1:1
Kepler-186,0.777358 +/- 0.194340,5:2
Kepler-186,1.554716 +/- 0.194340,5:2
Kepler-186,1.453460 +/- 0.363365,5:2
Kepler-186,2.906921 +/- 0.363365,5:2
Kepler-186,2.668599 +/- 0.667150,5:2
Kepler-186,5.337198 +/- 0.667150,5:2
Kepler-186,4.481541 +/- 1.120385,5:2
Kepler-186,8.963082 +/- 1.120385,5:2
Kepler-186,25.988820 +/- 6.497205,5:2
Kepler-186,51.977640 +/- 6.497205,5:2
Kepler-186,1.295597 +/- 0.194340,3:2
Kepler-186,2.591194 +/- 0.194340,3:2
Kepler-186,2.422434 +/- 0.363365,3:2
Kepler-186,4.844868 +/- 0.363365,3:2
Kepler-186,4.447665 +/- 0.667150,3:2
Kepler-186,8.895331 +/- 0.667150,3:2
Kepler-186,7.469235 +/- 1.120385,3:2
Kepler-186,14.938469 +/- 1.120385,3:2
Kepler-186,43.314700 +/- 6.497205,3:2
Kepler-186,86.629400 +/- 6.497205,3:2
Kepler-186,3.886791 +/- 0.194340,1:1
Kepler-186,7.267302 +/- 0.363365,1:1
Kepler-186,13.342996 +/- 0.667150,1:1
Kepler-186,22.407704 +/- 1.120385,1:1
Kepler-186,129.944100 +/- 6.497205,1:1
Kepler-19,4.643495 +/- 0.464349,2:1
Kepler-19,14.365500 +/- 1.436550,2:1
Kepler-19,31.475000 +/- 3.147500,2:1
Kepler-19,1.857398 +/- 0.464349,5:2
Kepler-19,3.714796 +/- 0.464349,5:2
Kepler-19,5.746200 +/- 1.436550,5:2
Kepler-19,11.492400 +/- 1.436550,5:2
Kepler-19,12.590000 +/- 3.147500,5:2
Kepler-19,25.180000 +/- 3.147500,5:2
Kepler-19,3.095663 +/- 0.464349,3:2
Kepler-19,6.191327 +/- 0.464349,3:2
Kepler-19,9.577000 +/- 1.436550,3:2
Kepler-19,19.154000 +/- 1.436550,3:2
Kepler-19,20.983333 +/- 3.147500,3:2
Kepler-19,41.966667 +/- 3.147500,3:2
Kepler-19,9.286990 +/- 0.464349,1:1
Kepler-19,28.731000 +/- 1.436550,1:1
Kepler-19,62.950000 +/- 3.147500,1:1
Kepler-194,1.046140 +/- 0.104614,2:1
Kepler-194,8.654016 +/- 0.865402,2:1
Kepler-194,26.407487 +/- 2.640749,2:1
Kepler-194,0.697427 +/- 0.104614,3:2
Kepler-194,1.394854 +/- 0.104614,3:2
Kepler-194,5.769344 +/- 0.865402,3:2
Kepler-194,11.538688 +/- 0.865402,3:2
Kepler-194,17.604991 +/- 2.640749,3:2
Kepler-194,35.209982 +/- 2.640749,3:2
Kepler-194,0.418456 +/- 0.104614,5:2
Kepler-194,0.836912 +/- 0.104614,5:2
Kepler-194,3.461606 +/- 0.865402,5:2
Kepler-194,6.923213 +/- 0.865402,5:2
Kepler-194,10.562995 +/- 2.640749,5:2
Kepler-194,21.125989 +/- 2.640749,5:2
Kepler-196,10.369943 +/- 1.036994,2:1
Kepler-196,23.713869 +/- 2.371387,2:1
Kepler-196,61.040001 +/- 6.104000,2:1
Kepler-196,6.913295 +/- 1.036994,3:1
Kepler-196,15.809246 +/- 2.371387,3:1
Kepler-196,40.693334 +/- 6.104000,3:1
Kepler-196,4.147977 +/- 1.036994,5:2
Kepler-196,8.295954 +/- 1.036994,5:2
Kepler-196,9.485547 +/- 2.371387,5:2
Kepler-196,18.971095 +/- 2.371387,5:2
Kepler-196,24.416000 +/- 6.104000,5:2
Kepler-196,48.832001 +/- 6.104000,5:2
Kepler-196,20.739886 +/- 1.036994,1:1
Kepler-196,47.427737 +/- 2.371387,1:1
Kepler-196,122.080002 +/- 6.104000,1:1
Kepler-20,1.848052 +/- 0.184805,2:1
Kepler-20,5.427039 +/- 0.542704,2:1
Kepler-20,38.805728 +/- 3.880573,2:1
Kepler-20,3.049244 +/- 0.304924,2:1
Kepler-20,9.789164 +/- 0.978916,2:1
Kepler-20,17.470000 +/- 1.747000,2:1
Kepler-20,0.739221 +/- 0.184805,5:2
Kepler-20,1.478442 +/- 0.184805,5:2
Kepler-20,2.170815 +/- 0.542704,5:2
